SKU,SAP PRODUCT DESC EN,SAP PRODUCT DESC FR,SKU STATUS,CATEGORY,SUB CATEGORY,CLASS,BRAND,DEVICE OEM,DEVICE,COLOUR,VENDOR,PART NUMBER,UPC,CURRENCY,ORIGINAL MSRP,CURRENT MSRP
NAUD1088,HAPPY PLUGS EARBUD COBALT BLUE WITH MIC,HAPPY PLUGS ÉCOUTEURS BLEU COBALT,ND,04 - Audio,Wired Headphone,In-Ear,Happy Plugs,Universal,Universal,Blue,HAPPY PLUGS INC,7913,8.12273E+11,USD,$24.99,$9.99
NAUD1089,HAPPY PLUGS EARBUD PINK WITH MIC,HAPPY PLUGS ÉCOUTEURS AVEC MICRO ROSE,ND,04 - Audio,Wired Headphone,In-Ear,Happy Plugs,Universal,Universal,Pink,HAPPY PLUGS INC,7702,8.12273E+11,USD,$24.99,$9.99
NAUD1090,HAPPY PLUGS EARBUD TURQUOISE WITH MIC,HAPPY PLUGS ÉCOUTEURS TOUQUOISE,ND,04 - Audio,Wired Headphone,In-Ear,Happy Plugs,Universal,Universal,Turquoise,HAPPY PLUGS INC,7907,8.12273E+11,USD,$24.99,$9.99
NAUD1091,HAPPY PLUGS EARBUD GOLD WITH MIC,HAPPY PLUGS ÉCOUTEURS AVEC MICRO OR,ND,04 - Audio,Wired Headphone,In-Ear,Happy Plugs,Universal,Universal,Gold,HAPPY PLUGS INC,7912,8.12273E+11,USD,$29.99,$9.99
NAUD1092,HAPPY PLUGS EARBUD ROSE GOLD WITH MIC,HAPPY PLUGS ÉCOUTEURS AVEC MICRO OR ROSE,ND,04 - Audio,Wired Headphone,In-Ear,Happy Plugs,Universal,Universal,Rose Gold,HAPPY PLUGS INC,7916,8.12273E+11,USD,$29.99,$9.99
NAUD1093,HAPPY PLUGS EARBUD SILVER WITH MIC,HAPPY PLUGS ÉCOUTEURS AVEC MICRO SILVER,ND,04 - Audio,Wired Headphone,In-Ear,Happy Plugs,Universal,Universal,Silver,HAPPY PLUGS INC,7915,8.12273E+11,USD,$29.99,$9.99
NAUD1094,HAPPY PLUGS EARBUD RED WITH MIC,HAPPY PLUGS ÉCOUTEURS AVEC MICRO ROUGE,ND,04 - Audio,Wired Headphone,In-Ear,Happy Plugs,Universal,Universal,Red,HAPPY PLUGS INC,7901,8.12273E+11,USD,$24.99,$9.99
NAUD1095,HAPPY PLUGS EARBUD YELLOW WITH MIC,HAPPY PLUGS ÉCOUTEURS AVEC MICRO JAUNE,ND,04 - Audio,Wired Headphone,In-Ear,Happy Plugs,Universal,Universal,Yellow,HAPPY PLUGS INC,7906,8.12273E+11,USD,$24.99,$9.99
NAUD1096,HAPPY PLUGS EARBUD CERISE WITH MIC,HAPPY PLUGS ÉCOUTEURS AVEC MICRO CERIS,ND,04 - Audio,Wired Headphone,In-Ear,Happy Plugs,Universal,Universal,,HAPPY PLUGS INC,7909,8.12273E+11,USD,$24.99,$9.99
NAUD1097,HAPPY PLUGS EARBUD WHITE WITH MIC,HAPPY PLUGS ÉCOUTEURS AVEC MICRO BLANC,ND,04 - Audio,Wired Headphone,In-Ear,Happy Plugs,Universal,Universal,White,HAPPY PLUGS INC,7911,8.12273E+11,USD,$24.99,$9.99
NAUD1098,HAPPY PLUGS EARBUD BLACK WITH MIC,HAPPY PLUGS ÉCOUTEURS AVEC MICRO NOIR,ND,04 - Audio,Wired Headphone,In-Ear,Happy Plugs,Universal,Universal,Black,HAPPY PLUGS INC,7905,8.12273E+11,USD,$24.99,$9.99
NAUD1099,LG TONE ULTRA BLACK BLUETOOTH,LG TONE ULTRA NOIR BLUETOOTH,ND,04 - Audio,BT In-Ear Headphone,Entry Level,LG,Universal,Universal,Black,LG ELECTRONICS CANADA INC,HBS-800.ACCABK,6.52811E+11,CAD,$99.99,$54.99
NAUD1100,LG TONE ULTRA WHITE BLUETOOTH,LG TONE ULTRA BLANC BLUETOOTH,ND,04 - Audio,BT In-Ear Headphone,Entry Level,LG,Universal,Universal,White,LG ELECTRONICS CANADA INC,HBS-800.ACCAWP,6.52811E+11,CAD,$99.99,$54.99
NAUD1101,JABRA STORM BT HEADSET,JABRA STORM BT HEADSET,ND,04 - Audio,Mono Bluetooth,Headset,Jabra,Universal,Universal,,SALMON CAPITAL CORPORATION,100-93070000-20,6.15822E+11,CAD,$99.99,$99.99
NAUD1102,JABRA STEALTH BT HEADSET,JABRA STEALTH BT HEADSET,ND,04 - Audio,Mono Bluetooth,Headset,Jabra,Universal,Universal,,SALMON CAPITAL CORPORATION,100-99800000-20,6.15822E+11,CAD,$119.99,$119.99
NAUD1103,BEATS URBEATS IN EAR EARPHONES RED,BEATS URBEATS DANS L'OREILLE ROUGE,ND,04 - Audio,Wired Headphone,In-Ear,Beats,Universal,Universal,Red,APPLE CANADA,MH9T2AM/A,8.48447E+11,CAD,$99.99,$99.99
NAUD1104,BEATS SOLO 2 ON EAR HEADPHONES PINK,BEATS SOLO 2  ÉCOUTEURS ROSE,ND,04 - Audio,BT On-Ear Headphone,Mid-tier,Beats,Universal,Universal,Pink,APPLE CANADA,MHBH2AM/A,8.48447E+11,CAD,$219.99,$219.99
NAUD1105,BEATS POWERBEATS 2 WIRELESS BLUE ,BEATS POWERBEATS 2 SANS FIL BLEU,ND,04 - Audio,BT In-Ear Headphone,Mid-tier,Beats,Universal,Universal,Blue,APPLE CANADA,MHBV2AM/A,8.48447E+11,CAD,$219.99,$99.99
NAUD1106,BEATS SOLO 2 WIRELESS HEADPHONES BLACK,BEATS SOLO 2 CASQUE SANS FIL NOIR,ND,04 - Audio,BT On-Ear Headphone,Premium,Beats,Universal,Universal,Black,APPLE CANADA,MHNG2AM/A,8.48447E+11,CAD,$329.99,$149.99
NAUD1107,BEATS SOLO 2 WIRELESS HEADPHONES BLUE,BEATS SOLO 2 CASQUE SANS FIL BLEU,ND,04 - Audio,BT On-Ear Headphone,Premium,Beats,Universal,Universal,Blue,APPLE CANADA,MHNM2AM/A,8.48447E+11,CAD,$329.99,$149.99
NAUD1108,BRAVEN MIRA SPEAKER WHITE/SILVER,BRAVEN MIRA HAUT PARLEUR BLANC SILVER,ND,04 - Audio,Bluetooth Speaker,Mid-tier,Braven,Universal,Universal,White,JAM INDUSTRIES LTD,BMRAGSW,8.17729E+11,CAD,$109.99,$65.99
NAUD1109,BRAVEN 705 SPEAKER BT BLACK,BRAVEN 705 PARLEUR BT NOIR,ND,04 - Audio,Bluetooth Speaker,Mid-tier,Braven,Universal,Universal,Black,JAM INDUSTRIES LTD,B705BBP,8.17729E+11,CAD,$129.99,$77.99
NAUD1110,BRAVEN 705 SPEAKER BT CYAN,BRAVEN 705 PARLEUR  BT CYAN,ND,04 - Audio,Bluetooth Speaker,Mid-tier,Braven,Universal,Universal,Black,JAM INDUSTRIES LTD,B705CBP,8.17729E+11,CAD,$129.99,$77.99
NAUD1111,BRAVEN 705 SPEAKER BT GRAY,BRAVEN 705 PARLEUR  BT GRIS,ND,04 - Audio,Bluetooth Speaker,Mid-tier,Braven,Universal,Universal,Black,JAM INDUSTRIES LTD,B705GBP,8.17729E+11,CAD,$129.99,$77.99
NAUD1112,BRAVEN LUX - WIRELESS SPKR/PEARL,BRAVEN LUX HAUT PARLEUR PEARL,ND,04 - Audio,Bluetooth Speaker,Mid-tier,Braven,Universal,Universal,,JAM INDUSTRIES LTD,BLUXABP,8.17729E+11,CAD,$129.99,$77.99
NAUD1113,HARMAN KARDON ESQUIRE MINI BLACK,HARMAN KARDON ESQ MINI HAUT PARLEUR NOIR,ND,04 - Audio,Bluetooth Speaker,Premium,Harman Kardon,Universal,Universal,Black,JAM INDUSTRIES LTD,HKESQUIREMINIBLKAM,28292264870,CAD,$189.99,$119.00
NAUD1114,HARMAN KARDON ESQUIRE MINI WHITE,HARMAN KARDON ESQ MINI HAUT PARLEUR BLAN,ND,04 - Audio,Bluetooth Speaker,Premium,Harman Kardon,Universal,Universal,White,JAM INDUSTRIES LTD,HKESQUIREMINIWHTAM,28292264887,CAD,$189.99,$95.00
NAUD1115,HARMAN KARDON ESQUIRE WIRELESS BLACK,HARMAN KARDON ESQUIRE HAUT PARLEUR NOIR,ND,04 - Audio,Bluetooth Speaker,Premium,Harman Kardon,Universal,Universal,Black,JAM INDUSTRIES LTD,HKESQUIREBLKAM,28292263132,CAD,$319.99,$160.00
NAUD1116,HARMAN KARDON ESQUIRE WIRELESS WHITE,HARMAN KARDON ESQUIRE HAUT PARLEUR BLANC,ND,04 - Audio,Bluetooth Speaker,Premium,Harman Kardon,Universal,Universal,White,JAM INDUSTRIES LTD,HKESQUIREWHTAM,28292263149,CAD,$319.99,$160.00
NAUD1117,JBL E30 OVER EAR WIREDHEADPHONE RED,JBL E30 SUR L'OREILLE CASQUE ROUGE,ND,04 - Audio,BT On-Ear Headphone,Entry Level,JBL,Universal,Universal,Red,JAM INDUSTRIES LTD,E30RED,50036321914,CAD,$99.99,$50.00
NAUD1118,JBL E40 BT WS STEREO HEADPHONE BLK,JBL E40 BT WS CASQUE NOIR,ND,04 - Audio,BT On-Ear Headphone,Mid-tier,JBL,Universal,Universal,Black,JAM INDUSTRIES LTD,E40BTBLK,50036321983,CAD,$129.99,$40.30
NAUD1119,JBL E40 BT WS STEREO HEADPHONE WHITE,JBL E40 BT WS CASQUE BLANC,ND,04 - Audio,BT On-Ear Headphone,Mid-tier,JBL,Universal,Universal,White,JAM INDUSTRIES LTD,E40BTWHT,50036321990,CAD,$129.99,$39.99
NAUD1120,JBL E50 BT WS STEREO HEADPHONE BLK,JBL E50 BT WS CASQUE NOIR,ND,04 - Audio,BT On-Ear Headphone,Mid-tier,JBL,Universal,Universal,Black,JAM INDUSTRIES LTD,E50BTBLK,50036322034,CAD,$189.99,$95.00
NAUD1121,JBL REFLECTI IN-EAR HEADPHONE BLK,JBL REFLECTI IN-EAR HEADPHONE BLK,ND,04 - Audio,Wired Headphone,In-Ear,JBL,Universal,Universal,Black,JAM INDUSTRIES LTD,JBLREFLECTIBLK,50036321730,CAD,$79.99,$19.99
NAUD1122,JBL REFLECTI IN-EAR HEADPHONE BLUE,JBL REFLECTI IN-EAR HEADPHONE BLUE,ND,04 - Audio,Wired Headphone,In-Ear,JBL,Universal,Universal,Blue,JAM INDUSTRIES LTD,JBLREFLECTIBLU,50036321761,CAD,$79.99,$19.99
NAUD1123,JBL REFLECTA IN-EAR HEADPHONE BLK,JBL REFLECTA IN-EAR HEADPHONE BLK,ND,04 - Audio,BT In-Ear Headphone,Entry Level,JBL,Universal,Universal,Black,JAM INDUSTRIES LTD,JBLREFLECTABLK,50036321778,CAD,$79.99,$19.99
NAUD1124,JBL FLIP II BLUETOOTH SPEAKER RED,JBL FLIP II BLUETOOTH HAUT PARLEUR ROUGE,ND,04 - Audio,Bluetooth Speaker,Mid-tier,JBL,Universal,Universal,Blue,JAM INDUSTRIES LTD,JBLFLIPIIREDAM,50036318044,CAD,$129.99,$39.99
NAUD1125,JAYBIRD BLUEBUDSX MIDNIGHT BLACK,JAYBIRD BLUEBUDSX MIDNIGHT NOIR,ND,04 - Audio,BT In-Ear Headphone,Mid-tier,Jaybird,Universal,Universal,Black,MICROCEL TECHNICAL SERVICES,BBX1MB,8.55366E+11,CAD,$189.99,$76.00
NAUD1126,JAYBIRD BLUEBUDSX STORM WHITE,JAYBIRD BLUEBUDSX STORM BLANC,ND,04 - Audio,BT In-Ear Headphone,Mid-tier,Jaybird,Universal,Universal,White,MICROCEL TECHNICAL SERVICES,BBX1SW,8.55366E+11,CAD,$189.99,$76.00
NAUD1127,YURBUDS INSPIRE 200 - BLACK,YURBUDS INSPIRE 200 NOIR,ND,04 - Audio,Wired Headphone,In-Ear,Yurbuds,Universal,Universal,Black,JAM INDUSTRIES LTD,YBIMINSP02BLK,28292265853,CAD,$39.99,$14.99
NAUD1128,YURBUDS INSPIRE 200 - AQUA/WHITE,YURBUDS INSPIRE 200 AQUA / BLANC,ND,04 - Audio,Wired Headphone,In-Ear,Yurbuds,Universal,Universal,White,JAM INDUSTRIES LTD,YBWNINSP02ANW,28292266225,CAD,$39.99,$14.99
NAUD1129,YURBUDS FOCUS 300 - BLACK,YURBUDS CONCENTREZ 300 NOIR,ND,04 - Audio,Wired Headphone,In-Ear,Yurbuds,Universal,Universal,Black,JAM INDUSTRIES LTD,YBIMFOCU03BLK,28292266058,CAD,$49.99,$19.99
NAUD1130,YURBUDS FOCUS 300 - AQUA/WHITE,YURBUDS CONCENTREZ 300 AQUA / BLANC,ND,04 - Audio,Wired Headphone,In-Ear,Yurbuds,Universal,Universal,White,JAM INDUSTRIES LTD,YBWNFOCU03ANW,28292266614,CAD,$49.99,$19.99
NAUD1132,SOL REPUBLIC JAX HEADPHONES BLUE,SOL REPLUBLIC JAX ÉCOUTEURS  BLEU,ND,04 - Audio,Wired Headphone,In-Ear,Sol Republic,Universal,Universal,Blue,ATLANTIA HOLDING INC,SR-1111-36,8.1721E+11,CAD,$49.99,$25.00
NAUD1133,SOL REPUBLIC JAX HEADPHONES WHITE,SOL REPLUBLIC JAX ÉCOUTEURS BLANC,ND,04 - Audio,Wired Headphone,In-Ear,Sol Republic,Universal,Universal,Black,ATLANTIA HOLDING INC,SR-1111-31,8.1721E+11,CAD,$49.99,$25.00
NAUD1134,SOL REPUB RELAY SPRT IN-EAR HEAD BLK,SOL REPUB RELAY SPRT IN-EAR HEAD BLK,ND,04 - Audio,BT In-Ear Headphone,Entry Level,Sol Republic,Universal,Universal,Black,ATLANTIA HOLDING INC,SR-1152-31,8.12925E+11,CAD,$59.99,$30.00
NAUD1135,SOL REPUB RELAY SPRT IN-EAR HEAD BLU,SOL REPUB RELAY SPRT IN-EAR HEAD BLU,ND,04 - Audio,BT In-Ear Headphone,Entry Level,Sol Republic,Universal,Universal,Blue,ATLANTIA HOLDING INC,SR-1152-36,8.12925E+11,CAD,$59.99,$30.00
NAUD1136,SOL REPUB RELAY SPRT IN-EAR HEAD LIME,SOL REPUB RELAY SPRT IN-EAR HEAD LIME,ND,04 - Audio,BT In-Ear Headphone,Entry Level,Sol Republic,Universal,Universal,,ATLANTIA HOLDING INC,SR-1152-40,8.12925E+11,CAD,$59.99,$59.99
NAUD1137,SOL REPUB SHADOW IN EAR HP WLS BLKGREY,SOLREPUB SHADOW ON LOREILLE CASQ WLS BLK,ND,04 - Audio,BT In-Ear Headphone,Mid-tier,Sol Republic,Universal,Universal,Black,ATLANTIA HOLDING INC,SR-1140-01,8.12925E+11,CAD,$129.99,$65.00
NAUD1138,SOL REPUB SHADOW IN EAR HP WLS GREYR GLD,SOLREPUB SHADOW ON LOREILLE CASQ WLS GRY,ND,04 - Audio,BT In-Ear Headphone,Mid-tier,Sol Republic,Universal,Universal,Grey,ATLANTIA HOLDING INC,SR-1140-04,8.12925E+11,CAD,$129.99,$65.00
NAUD1139,CAEDEN LINEA NO2 IN-EAR HEAD CARB/GUNM,CAEDEN LINEA NO2 IN-EAR HEAD CARB/GUNM,ND,04 - Audio,Wired Headphone,On-Ear,Caeden,Universal,Universal,,ATLANTIA HOLDING INC,CAE20103,8.57447E+11,CAD,$99.99,$19.99
NAUD1140,CAEDEN LINEA NO2 IN-EAR HEAD CARB/GLD,CAEDEN LINEA NO2 IN-EAR HEAD CARB/GLD,ND,04 - Audio,Wired Headphone,On-Ear,Caeden,Universal,Universal,,ATLANTIA HOLDING INC,CAE20100,8.57447E+11,CAD,$99.99,$19.99
NAUD1141,CAEDEN LINEA NO2 IN-EAR HEAD ROSE GLD,CAEDEN LINEA NO2 IN-EAR HEAD ROSE GLD,ND,04 - Audio,Wired Headphone,On-Ear,Caeden,Universal,Universal,,ATLANTIA HOLDING INC,CAE20101,8.57447E+11,CAD,$99.99,$19.99
NAUD1142,CAEDEN LINEA NO1 ON-EAR HEAD CARB/GUNM,CAEDEN LINEA NO1 ON-EAR HEAD CARB/GUNM,ND,04 - Audio,Wired Headphone,On-Ear,Caeden,Universal,Universal,,ATLANTIA HOLDING INC,CAE10107,8.57447E+11,CAD,$169.99,$29.99
NAUD1143,CAEDEN LINEA NO1 ON-EAR HEAD CARB/GLD,CAEDEN LINEA NO1 ON-EAR HEAD CARB/GLD,ND,04 - Audio,Wired Headphone,On-Ear,Caeden,Universal,Universal,,ATLANTIA HOLDING INC,CAE10104,8.57447E+11,CAD,$169.99,$29.99
NAUD1144,CAEDEN LINEA NO1  ON-EAR HEAD R GLD,CAEDEN LINEA NO1  ON-EAR HEAD R GLD,ND,04 - Audio,Wired Headphone,On-Ear,Caeden,Universal,Universal,,ATLANTIA HOLDING INC,CAE10105,8.57447E+11,CAD,$169.99,$29.99
NAUD1145,SENNHEISER OCX 686G ANDROID,SENNHEISER OCX 686G IN-EAR HEAD ANDROID,ND,04 - Audio,Wired Headphone,In-Ear,Sennheiser,Universal,Universal,,INGRAM MICRO INC CANADA,506226 OCX 686 G,6.15104E+11,CAD,$129.99,$39.99
NAUD1146,SENNHEISER OCX 686I APPLE,SENNHEISER OCX 686I  IN-EAR HEAD APPLE,ND,04 - Audio,Wired Headphone,In-Ear,Sennheiser,Universal,Universal,,INGRAM MICRO INC CANADA,506190 OCX 686 I,6.15104E+11,CAD,$129.99,$39.99
NAUD1146TWA,SENNHEISER OCX686I INEAR HEAD APPLE TWA,SENNHEISER OCX686I INEAR HEAD APPLE TWA,ND,08 - TELUS Non-Accessories,TWA,TWA,TELUS,Universal,Universal,,INGRAM MICRO INC CANADA,506190 OCX 686 I,,,,$94.99
NAUD1147,SENNHEISER CX 2G BLACK ANDROID,SENNHEISER CX 2G IN-EAR HEAD ANDROI BLK,ND,04 - Audio,Wired Headphone,In-Ear,Sennheiser,Android,Android,Black,INGRAM MICRO INC CANADA,CX 2G BLACK,6.15104E+11,CAD,$79.99,$47.99
NAUD1148,SENNHEISER CX 2G WHITE ANDROID,SENNHEISER CX 2G IN-EAR HEAD ANDROI WH,ND,04 - Audio,Wired Headphone,In-Ear,Sennheiser,Universal,Universal,White,INGRAM MICRO INC CANADA,CX 2G WHITE,6.15104E+11,CAD,$79.99,$39.99
NAUD1148TWA,SENNHEISER CX2G INEAR HEAD ANDROI WH TWA,SENNHEISER CX2G INEAR HEAD ANDROI WH TWA,ND,08 - TELUS Non-Accessories,TWA,TWA,TELUS,Universal,Universal,White,INGRAM MICRO INC CANADA,CX 2G WHITE,,,,$59.99
NAUD1149,SENNHEISER CX 2I BLACK APPLE,SENNHEISER CX 2I IN-EAR HEAD APPLE BLK,ND,04 - Audio,Wired Headphone,In-Ear,Sennheiser,Apple,Apple,Black,INGRAM MICRO INC CANADA,CX 2I BLACK,6.15104E+11,CAD,$79.99,$40.00
NAUD1150,SENNHEISER CX 2I WHITE APPLE,SENNHEISER CX 2I IN-EAR HEAD APPLE WH,ND,04 - Audio,Wired Headphone,In-Ear,Sennheiser,Universal,Universal,White,INGRAM MICRO INC CANADA,CX 2I WHITE,6.15104E+11,CAD,$79.99,$39.99
NAUD1151,SENNHEISER MX 686G ANDROID,SENNHEISER MX IN-EAR HEAD 686G,ND,04 - Audio,Wired Headphone,In-Ear,Sennheiser,Universal,Universal,,INGRAM MICRO INC CANADA,506189 MX 686 G,6.15104E+11,CAD,$79.99,$39.99
NAUD1152,URBANEARS BAGIS BLACK,URBANEARS BAGIS ON LOREILLE CASQ NOIR,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,Black,TIME BOMB TRADING INC,4091016,6.29018E+11,CAD,$39.99,$20.00
NAUD1152B,URBANEARS BAGIS IN EAR HP WIRE BLK BULK,URBANEARS BAGIS ONLOREILLE CASQ NOIR GRO,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,,TIME BOMB TRADING INC,4091016,6.29018E+11,CAD,$0.00,$0.00
NAUD1153,URBANEARS BAGIS INDIGO,URBANEARS BAGIS ON LOREILLE CASQ INDIGO,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,,TIME BOMB TRADING INC,4091019,6.29018E+11,CAD,$39.99,$20.00
NAUD1153B,URBANEARS BAGIS IN EAR HPWIRE NDIGO BULK,URBANEARS BAGIS ONLOREIL CASQ INDIG GROS,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,,TIME BOMB TRADING INC,4091019,6.29018E+11,CAD,$0.00,$0.00
NAUD1154,URBANEARS BAGIS DARK GREY,URBANEARS BAGIS ON LOREILLE CASQ GRIS,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,Grey,TIME BOMB TRADING INC,4091017,6.29018E+11,CAD,$39.99,$20.00
NAUD1154B,URBANEARS BAGIS IN EAR WHP DARK GREY BUK,URBANEARS BAGIS ONLOREILLE CASQ GRIS GRO,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,Grey,TIME BOMB TRADING INC,4091017,6.29018E+11,CAD,$0.00,$0.00
NAUD1155,URBANEARS BAGIS TOMATO,URBANEARS BAGIS ON LOREILLE CASQ TOMATE,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,,TIME BOMB TRADING INC,4091018,6.29018E+11,CAD,$39.99,$20.00
NAUD1155B,URBANEARS BAGIS IN EAR WHP TOMAT BULK,URBANEARS BAGIS ROUGE ONLOREILL CASQ GRO,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,,TIME BOMB TRADING INC,4091018,6.29018E+11,CAD,$0.00,$0.00
NAUD1156,URBANEARS PLATTAN BLACK,URBANEARS PLATTAN NOIR SUR LOREILLE CASQ,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,Black,TIME BOMB TRADING INC,4091009,6.29018E+11,CAD,$69.99,$35.00
NAUD1156B,URBANEARS PLATTAN OVER EAR WHP BLK BULK,URBANEAR PLATTAN NOIR SURLOREILLE CASQ G,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,,TIME BOMB TRADING INC,4091009,6.29018E+11,CAD,$0.00,$0.00
NAUD1157,URBANEARS PLATTAN INDIGO,URBANEAR PLATTAN INDIGO SUR LOREIL CASQG,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,,TIME BOMB TRADING INC,4091012,6.29018E+11,CAD,$69.99,$35.00
NAUD1157B,URBANEARS PLATTAN OVEREAR WHP INDIGOBULK,URBANEARS PLATTAN INDIGO SUR LOREIL CASQ,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,,TIME BOMB TRADING INC,4091012,6.29018E+11,CAD,$0.00,$0.00
NAUD1158,URBANEARS PLATTAN DARK GREY,URBANEARS PLATTAN GRIS SUR LOREILLE CASQ,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,Grey,TIME BOMB TRADING INC,4091010,6.29018E+11,CAD,$69.99,$33.60
NAUD1158B,URBANEARS PLATTAN OVER EAR WHP GREY BULK,URBANEAR PLATTAN GRIS SURLOREILLE CASQ G,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,Grey,TIME BOMB TRADING INC,4091010,6.29018E+11,CAD,$0.00,$0.00
NAUD1159,URBANEARS PLATTAN TOMATO,URBANEARS PLATTAN TOMATSUR LOREILLE CASQ,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,,TIME BOMB TRADING INC,4091011,6.29018E+11,CAD,$69.99,$69.99
NAUD1159B,URBANEARS PLATTAN OVEREAR WHP TOMAT BK,URBANEAR PLATTAN TOMATSUR LOREILL CASQ G,ND,04 - Audio,Wired Headphone,On-Ear,Urbanears,Universal,Universal,,TIME BOMB TRADING INC,4091011,6.29018E+11,CAD,$0.00,$0.00
NAUD1160,JBL SYNCHROS E10 BLACK,JBL SYNCHROS E10 BLEU,ND,04 - Audio,Wired Headphone,In-Ear,JBL,Universal,Universal,Black,JAM INDUSTRIES LTD,E10BLU,50036321808,CAD,$49.99,$49.99
NAUD1161,BEATS URBEATS 2 INEAR WHP SPACE GRAY,ECOUTEURS BEATS URBEATS ZONE GRISE,ND,04 - Audio,Wired Headphone,In-Ear,Beats,Universal,Universal,Grey,APPLE CANADA,MK9W2AM/A,8.88462E+11,CAD,$99.99,$34.99
NAUD1161GWP,BEATS URBEATS 2 INEAR WIRED SPACEGRAY GWP,BEATS URBEATS 2 FIL GRIS GWP,ND,04 - Audio,Wired Headphone,In-Ear,Beats,Universal,Universal,Grey,APPLE CANADA,MK9W2AM/A,6.29018E+11,CAD,$0.00,$0.00
NAUD1162,BEATS URBEATS 2 INEAR WHP GOLD,BEATS URBEATS 2 ECOUTEURS OR,ND,04 - Audio,Wired Headphone,In-Ear,Beats,Universal,Universal,,APPLE CANADA,MK9X2AM/A,8.88462E+11,CAD,$99.99,$19.99
NAUD1163,BEATS URBEATS 2 INEAR SILVER,BEATS URBEATS 2 ECOUTEURS ARGENT,ND,04 - Audio,Wired Headphone,In-Ear,Beats,Universal,Universal,Silver,APPLE CANADA,MK9Y2AM/A,8.88462E+11,CAD,$99.99,$19.99
NAUD1164,BEATS SOLO 2 WIRELESS OVEREAR HP WHITE,CASQUE SANS FIL BEATS SOLO 2 BLANC,ND,04 - Audio,BT On-Ear Headphone,Premium,Beats,Universal,Universal,White,APPLE CANADA,MHNH2AM/A,8.48447E+11,CAD,$329.99,$149.99
NAUD1164W10,BEATS SOLO 2 WIRELESS OVEREAR HP WHITE,CASQUE SANS FIL BEATS SOLO 2 BLANC,ND,04 - Audio,BT On-Ear Headphone,Premium,Beats,Universal,Universal,White,APPLE CANADA,MHNH2AM/A,8.48447E+11,CAD,$296.99,$296.99
NAUD1165,SAMSUNG LEVEL U WIRELESS IN EAR BLUE,SAMSUNG LEVEL U WIRELESS IN EAR BLEU,ND,04 - Audio,BT In-Ear Headphone,Entry Level,Samsung,Universal,Universal,Black,SAMSUNG ELECTRONICS CANADA,EO-BG920BBEGCA,8.87276E+11,CAD,$79.99,$19.99
NAUD1166,JBL SYNCHROS E30 OVER EAR HP BLUE,JBL SYNCHROS E30 OVER EAR HP BLEU,ND,04 - Audio,BT On-Ear Headphone,Entry Level,JBL,Universal,Universal,Blue,JAM INDUSTRIES LTD,0,50036321907,CAD,$79.99,$79.99
NAUD1167,JBL SYNCHROS E30 OVER EAR HP RED,JBL SYNCHROS E30 OVER EAR HP ROUGE,ND,04 - Audio,BT On-Ear Headphone,Entry Level,JBL,Universal,Universal,Red,JAM INDUSTRIES LTD,0,50036321914,CAD,$99.99,$99.99
NAUD1168,BO 3I IN EAR HEADPHONE BLACK,CASQUE DANSAURICULAIRE I3 BO NOIR,ND,04 - Audio,Wired Headphone,In-Ear,B&O,Universal,Universal,Black,LENBROOK CANADA,EARSET 3I BLK,6.29018E+11,CAD,$229.99,$99.99
NAUD1168B,BO BO 3I IN EAR HEADPHONE BLACK BUL,CASQUE DANSAURICULAIRE 3I BO NOIRGRO,ND,04 - Audio,Wired Headphone,In-Ear,B&O,Universal,Universal,Black,LENBROOK CANADA,EARSET 3I BLK,,CAD,$0.00,$0.00
NAUD1169,BO 3I IN EAR HEADPHONE WHITE,CASQUE DANSAURICULAIRE I3 BO BLANC,ND,04 - Audio,Wired Headphone,In-Ear,B&O,Universal,Universal,White,LENBROOK CANADA,EARSET 3I WHT,6.29018E+11,CAD,$229.99,$99.99
NAUD1169B,BO 3I IN EAR HEADPHONE WHITE BUL,CASQUE DANSAURICULAIRE 3I BO BLANC GRO,ND,04 - Audio,Wired Headphone,In-Ear,B&O,Universal,Universal,White,LENBROOK CANADA,EARSET 3I WHT,,CAD,$0.00,$0.00
